QUEST_LV_0100_20150317_000001	警戒兵
QUEST_LV_0100_20150317_000001	警戒兵
QUEST_LV_0100_20150317_000002	若想前往柯拉佩達，最好是經由往陰影森林街道走。{nl}森林深處很危險，最好別太過深入。
QUEST_LV_0100_20150317_000003	藏匿中的男子
QUEST_LV_0100_20150317_000004	終.…終於！ 搜救隊來了嗎？{nl}搞什麼！ 只有一個小毛頭啊？ 喂，布貝還在外面嗎？
QUEST_LV_0100_20150317_000005	呃呃.…走開！ 別找我說話！ 會被布貝發現啦！{nl}這裡是我的地盤，你快滾！
QUEST_LV_0100_20150317_000006	什麼？ 別說謊！ 布貝的臭味還是很刺鼻。什麼！{nl}不可以耍大人！ 走開！ 別靠近這木桶的附近！
QUEST_LV_0100_20150317_000007	終.…終於！ 搜救隊來了嗎？{nl}搞什麼！ 只有一個小毛頭啊？ 看什麼？ 蓋上蓋子就給我滾！{nl}
QUEST_LV_0100_20150317_000008	可是你手中的那張紙.…筆跡怎麼這麼眼熟啊? {nl}讓我瞧瞧！ 你幹什麼？ 大人開口了還不快交出來！
QUEST_LV_0100_20150317_000009	這！ 這不是我的嗎？！ 不能再給你了！ {nl}你絕對不需要它，我要全部撕掉！
QUEST_LV_0100_20150317_000010	呿，鬼扯什麼…
QUEST_LV_0100_20150317_000011	這是否就是女神全部失蹤後第一次出現的徵兆呢？{nl}說不定在那些人之中有人能讓女神再次歸來呢？
QUEST_LV_0100_20150317_000012	士兵 布拉克
QUEST_LV_0100_20150317_000013	警告！ {nl}怪物正在襲擊，居民請快逃跑！  {nl}不對，一般居民為什麼會進入軍事區呢？{nl}
QUEST_LV_0100_20150317_000014	啊，啟示者！ 抱歉我沒認出您。{nl}目前怪物正在襲擊整個補給基地。{nl}我想先想辦法搶回重要的糧食.…拜託您幫幫忙！
QUEST_LV_0100_20150317_000015	不久前還風平浪靜，現在卻突然大規模猛攻而來。{nl}到底發生什麼事了呢？
QUEST_LV_0100_20150317_000016	不用你說我本來就很焦慮…{nl}誰知道他們會那樣突然攻擊？
QUEST_LV_0100_20150317_000017	糧食在第1補給倉庫，沿著上面的路走就會看到。{nl}就算是剩下來的也好，請您想想辦法…唉唷，天啊…
QUEST_LV_0100_20150317_000018	我想應該會有所幫助，所以把斯帕勒那絲的來歷記錄下來了。{nl}別看我這樣，我4年前可是學過生物學的。{nl}
QUEST_LV_0100_20150317_000019	請把這報告書交給琉達斯。{nl}他現在應該在中央補給基地。
QUEST_LV_0100_20150317_000020	軍官 琉達斯
